,carat,cut,color,clarity,depth,table,x,y,z,volume,price_predicted
1035,0.42,5,4,8,62.7,56.0,4.76,4.77,2.99,67.888548,1421.9369284482143
1036,0.3,4,5,4,60.7,58.0,4.35,4.32,2.63,49.422959999999996,590.7628900437238
1037,1.31,4,1,3,60.7,58.0,7.11,7.06,4.3,215.84537999999998,5407.171608800727
1038,1.01,2,5,2,64.3,59.0,6.33,6.26,4.05,160.48449,3892.318773720903
1039,1.26,4,3,2,61.3,57.0,6.96,6.87,4.24,202.736448,5438.40172145121
1040,2.23,4,1,2,60.5,61.0,8.47,8.4,5.1,362.8548,11577.069050426844
1041,0.72,2,5,3,60.4,61.0,5.75,5.8,3.49,116.39150000000001,2426.295844693444
1042,1.0,1,5,4,64.7,59.0,6.22,6.15,4.0,153.012,4738.483277364237
1043,0.53,2,2,5,64.3,55.0,5.17,5.13,3.31,87.788151,1403.8505064093695
1044,2.01,3,4,3,63.1,59.0,8.03,7.98,5.05,323.60096999999996,16694.487697560802
1045,0.32,5,7,6,61.3,55.8,4.43,4.44,2.71,53.303532,908.1565679967565
1046,1.04,5,3,3,62.7,54.0,6.51,6.47,4.07,171.427179,4776.003703695077
1047,1.22,5,4,8,61.7,56.0,6.87,6.91,4.25,201.754725,11231.512129406381
1048,1.0,2,3,3,63.7,60.0,6.33,6.3,4.02,160.31357999999997,4056.9762897846667
1049,0.31,5,7,8,61.1,56.0,4.39,4.42,2.69,52.19622199999999,993.9007427407454
1050,2.01,4,3,4,62.8,58.0,7.99,7.9,4.99,314.97379,17463.761131058665
1051,0.36,5,5,5,61.3,54.0,4.63,4.65,2.84,61.14378000000001,953.0542995096998
1052,0.39,3,2,6,62.7,58.0,4.65,4.67,2.92,63.40926,867.929844117658
1053,0.33,4,4,5,61.6,58.0,4.44,4.39,2.72,53.01715200000001,715.4180646274382
1054,0.32,4,2,8,60.3,58.0,4.45,4.41,2.67,52.397415,705.6653748011464
1055,0.4,5,5,2,62.1,54.0,4.75,4.78,2.96,67.2068,742.1393068819758
1056,1.0,3,7,3,62.1,61.0,6.3,6.32,3.92,156.07872,5050.684354081614
1057,0.33,1,3,6,65.1,59.0,4.4,4.32,2.84,53.98272000000001,682.7832527465441
1058,1.5,5,4,5,61.3,56.0,7.41,7.37,4.53,247.39100100000002,13270.41434784727
1059,0.81,3,2,5,63.2,59.0,5.9,5.84,3.71,127.83176000000002,3088.1840584285655
1060,0.32,3,4,7,60.9,57.0,4.41,4.44,2.69,52.671276,785.9336680246752
1061,1.11,3,3,5,63.2,57.0,6.61,6.53,4.15,179.12769500000005,6533.180228193383
1062,0.5,5,3,4,60.8,56.0,5.17,5.19,3.14,84.253422,1361.8645528632155
1063,0.33,2,2,5,63.1,56.0,4.38,4.4,2.77,53.38344000000001,561.2016196200611
1064,0.27,1,6,5,66.4,58.0,3.99,4.02,2.66,42.665868,513.4894490643136
1065,1.7,5,3,1,61.3,55.0,7.7,7.63,4.7,276.1297,7012.342433146965
1066,0.4,3,6,3,60.8,62.0,4.72,4.76,2.88,64.705536,877.9177408371005
1067,1.51,2,6,2,63.1,58.0,7.28,7.31,4.6,244.79727999999997,8894.3653771505
1068,0.3,3,6,4,61.9,61.0,4.28,4.32,2.66,49.182336000000014,614.999251837946
1069,0.64,3,7,3,63.7,54.0,5.47,5.52,3.5,105.68039999999998,2266.6452673117606
1070,0.9,2,5,3,62.8,64.0,6.18,5.99,3.82,141.409524,3777.0062446096044
1071,1.0,3,3,2,60.2,61.0,6.44,6.48,3.89,162.33436800000004,3435.8814526251854
1072,1.01,5,7,4,59.8,56.0,6.49,6.52,3.89,164.604572,6332.18473339329
1073,0.41,3,6,3,62.9,57.0,4.72,4.76,2.98,66.95225599999999,930.6106638056964
1074,1.0,1,5,4,68.4,58.0,5.97,6.1,4.13,150.40220999999997,4706.858917945555
1075,0.31,3,4,3,61.5,59.0,4.34,4.38,2.68,50.944656,502.8184639372542
1076,1.03,3,7,2,61.8,60.0,6.42,6.45,3.98,164.80782,4542.294950214419
1077,1.03,4,3,3,61.9,58.0,6.49,6.43,4.0,166.9228,4543.912661118534
1078,0.91,4,4,6,61.8,58.0,6.24,6.16,3.83,147.219072,5368.378427648467
1079,0.31,3,6,7,60.0,56.0,4.45,4.49,2.68,53.54774000000001,872.1748428289811
1080,0.8,3,6,3,62.9,60.0,5.87,5.89,3.7,127.92491000000001,3258.1611953738325
1081,1.02,3,7,3,62.7,60.0,6.34,6.39,3.99,161.645274,5361.634839169752
1082,1.0,5,4,5,62.5,54.0,6.41,6.45,4.02,166.20489,6140.635251057977
1083,0.34,4,7,3,62.8,58.0,4.48,4.44,2.8,55.69536000000001,718.8626635364963
1084,1.0,5,4,4,62.3,54.0,6.42,6.38,3.99,163.428804,5408.533170601439
1085,0.73,5,4,4,61.7,56.0,5.79,5.81,3.58,120.430842,2975.693270834585
1086,0.34,2,6,3,63.3,57.0,4.44,4.47,2.82,55.967976,648.8830664128313
1087,1.0,4,1,3,62.8,59.0,6.37,6.27,3.97,158.56140299999998,3107.0023793255423
1088,0.54,5,4,5,61.8,55.3,5.22,5.24,3.23,88.349544,1828.4622573615857
1089,1.02,3,5,2,60.9,58.0,6.43,6.55,3.95,166.360175,4089.807547919407
1090,0.8,3,4,6,62.5,56.0,5.95,5.98,3.73,132.71713,4176.349444657826
1091,0.31,3,3,3,61.0,61.0,4.33,4.39,2.66,50.563142,460.37874675445477
1092,2.0,4,7,2,61.6,59.0,8.2,8.09,5.02,333.0167599999999,16995.178258039832
1093,1.5,4,1,6,61.5,60.0,7.31,7.27,4.48,238.083776,9330.094415369345
1094,1.22,4,2,2,62.5,58.0,6.8,6.76,4.24,194.90431999999998,4561.532059540133
1095,0.72,3,2,4,61.8,60.0,5.72,5.76,3.55,116.96255999999998,2270.745786945393
1096,0.3,2,4,2,63.3,57.0,4.25,4.28,2.7,49.11300000000001,380.1007755814106
1097,0.54,2,6,4,60.2,61.0,5.27,5.32,3.19,89.436116,1739.1980021608435
1098,1.02,4,5,3,62.3,58.0,6.38,6.46,4.0,164.8592,5084.498804559686
1099,1.01,3,5,4,63.1,60.0,6.39,6.29,4.0,160.7724,5605.771001174747
1100,0.3,5,4,8,60.9,56.0,4.34,4.36,2.65,50.14436,793.525924873441
1101,1.19,4,2,2,61.6,56.0,6.87,6.83,4.22,198.011262,4543.494711349332
1102,1.51,2,2,2,63.6,60.0,7.23,7.27,4.61,242.311281,6536.35411781966
1103,1.02,2,4,1,57.4,59.0,6.64,6.6,3.8,166.53119999999998,2654.695405917253
1104,3.22,5,2,1,62.6,55.0,9.49,9.42,5.92,529.2231360000001,17253.75312592442
1105,0.41,5,6,3,62.9,57.0,4.76,4.72,2.98,66.95225599999999,979.7217354700377
1106,0.52,3,7,2,62.4,59.0,5.05,5.15,3.18,82.70385,1201.8870952242034
1107,1.52,4,7,3,60.8,61.0,7.39,7.26,4.45,238.74873,11724.207505266117
1108,0.36,5,3,7,62.0,54.0,4.59,4.61,2.85,60.305715000000006,959.122942018344
1109,0.51,4,7,3,62.7,59.0,5.08,5.06,3.18,81.741264,1473.0950222465547
1110,0.53,4,1,4,62.7,56.0,5.18,5.15,3.24,86.43348,1069.8646535059986
1111,1.01,2,5,2,61.3,62.0,6.44,6.48,3.96,165.25555200000002,3987.3473746589093
1112,0.7,2,5,1,63.9,60.0,5.65,5.52,3.58,111.65304,1390.2360163246428
1113,0.34,5,3,4,61.2,55.0,4.49,4.53,2.76,56.137572,646.8048461971931
1114,1.04,4,4,4,62.2,58.0,6.49,6.4,4.01,166.55936,5675.507299949798
1115,0.39,4,6,4,60.1,61.0,4.76,4.72,2.85,64.03152,999.7795108814986
1116,1.01,4,5,5,61.7,58.0,6.4,6.43,3.96,162.96192,6332.182102715305
1117,0.3,3,5,7,62.6,56.0,4.27,4.29,2.68,49.09304399999999,750.672382473189
1118,1.71,5,4,5,63.0,56.0,7.65,7.58,4.8,278.3376,16770.656421526874
1119,1.1,4,3,4,61.4,58.0,6.68,6.62,4.08,180.42412800000002,6005.5577446028265
1120,1.15,5,3,2,62.6,55.0,6.74,6.65,4.19,187.79999000000004,4756.961053394164
1121,0.32,5,3,5,61.8,55.0,4.41,4.42,2.73,53.213706,656.6622185793766
1122,2.01,4,4,2,59.9,62.0,8.15,8.04,4.85,317.80109999999996,13840.365074832018
1123,0.24,3,4,7,61.7,56.0,3.98,4.02,2.46,39.35901599999999,475.645183577648
1124,0.41,3,6,2,62.9,58.0,4.74,4.77,2.99,67.603302,781.8758304163363
1125,0.28,3,7,7,60.6,58.0,4.23,4.25,2.57,46.202175000000004,728.2141773473118
1126,0.31,4,7,3,60.9,60.0,4.38,4.39,2.67,51.339293999999995,608.6765495819469
1127,0.45,2,5,4,56.8,62.0,5.1,5.14,2.91,76.28273999999999,1181.362424348624
1128,0.44,3,6,5,60.7,58.0,4.88,4.91,2.97,71.163576,1310.3047711373351
1129,0.37,5,5,7,61.3,56.0,4.65,4.68,2.86,62.23932,1169.5460629247075
1130,0.9,4,4,4,62.4,61.0,6.17,6.13,3.84,145.236864,4381.214962663077
1131,0.53,5,5,2,62.2,53.0,5.19,5.22,3.24,87.777432,1225.7592224465625
1132,0.54,4,2,8,58.8,61.0,5.35,5.29,3.13,88.58369499999999,1861.790335474649
1133,1.0,3,6,4,59.0,58.0,6.49,6.53,3.84,162.738048,5692.076723826244
1134,0.32,5,5,8,61.3,57.0,4.42,4.46,2.72,53.619904000000005,957.7901816275205
1135,1.23,4,3,2,61.2,57.0,6.89,6.86,4.21,198.987334,5206.273693263376
1136,1.02,3,6,2,62.8,55.0,6.4,6.43,4.03,165.84256000000002,4308.645746527075
1137,0.56,4,6,6,59.2,56.0,5.49,5.39,3.22,95.283342,2451.637540410325
1138,0.43,5,3,8,62.2,55.0,4.87,4.84,3.02,71.183816,1407.2392433444534
1139,0.52,5,4,5,62.1,54.0,5.14,5.17,3.2,85.03616,1694.1208737180123
1140,0.38,3,4,3,61.8,53.7,4.67,4.69,2.9,63.51667,726.3561025547317
1141,0.9,3,2,7,63.4,57.0,6.09,6.12,3.87,144.237996,4486.075410081634
1142,1.72,4,3,3,62.0,57.0,7.67,7.63,4.74,277.39475400000003,11855.53772813519
1143,0.31,3,3,3,61.7,59.0,4.36,4.39,2.7,51.67908,474.17325348404563
1144,2.02,4,5,2,61.0,59.0,8.2,8.13,4.98,331.99668,15415.887442892405
1145,0.56,5,6,6,61.0,56.0,5.32,5.36,3.26,92.959552,2425.9478841666155
1146,0.42,5,4,8,62.0,57.0,4.82,4.8,2.98,68.94528,1452.5694183992441
1147,0.34,3,2,3,61.3,61.0,4.45,4.49,2.74,54.74657000000001,479.11309737709723
1148,0.43,5,4,5,62.3,56.0,4.82,4.85,3.01,70.36477,1202.3409146047102
1149,1.51,1,1,3,63.4,60.0,7.31,7.18,4.59,240.909822,6161.887671962914
1150,0.32,3,4,4,60.2,57.0,4.42,4.45,2.67,52.51623,595.18688325115
1151,1.24,4,4,5,62.0,55.0,6.95,6.89,4.29,205.428795,9148.01139766722
1152,0.31,5,6,5,61.4,56.0,4.38,4.35,2.68,51.062039999999996,745.5761250997082
1153,1.32,5,4,6,62.3,57.0,6.96,7.04,4.36,213.633024,11105.364887493628
1154,1.02,5,3,2,61.6,55.0,6.49,6.43,3.98,166.088186,3717.9765124142464
1155,0.7,3,1,4,61.1,61.0,5.64,5.69,3.46,111.036936,1709.7488223553873
1156,1.0,4,5,5,62.7,55.0,6.39,6.34,3.99,161.645274,6228.551437369662
1157,0.41,5,4,4,61.4,59.0,4.78,4.76,2.93,66.665704,988.8877336989631
1158,0.52,4,4,3,59.7,60.0,5.22,5.2,3.11,84.41784,1300.2274983545115
1159,0.51,3,7,4,60.5,60.0,5.16,5.19,3.13,83.822652,1671.1198888619085
1160,0.3,4,7,3,61.7,59.0,4.28,4.31,2.65,48.88402,564.0446722505336
1161,0.39,2,7,6,58.1,60.0,4.82,4.85,2.81,65.68937,1197.1214108855931
1162,0.38,4,4,8,62.5,60.0,4.64,4.61,2.89,61.818256,1193.338936353601
1163,1.01,4,5,2,58.3,58.0,6.56,6.55,3.82,164.13776,4063.1302827161658
1164,1.36,5,4,3,60.9,56.0,7.15,7.16,4.36,223.20584000000002,8546.752131636638
1165,1.21,5,2,3,60.6,55.0,6.92,6.87,4.18,198.71887199999998,5632.241877730852
1166,0.3,3,5,8,62.1,57.0,4.26,4.3,2.66,48.72588,789.9334625144415
1167,0.41,4,7,7,62.2,58.0,4.77,4.71,2.95,66.276765,1475.1778474781997
1168,2.03,4,1,5,59.3,60.0,8.36,8.28,4.93,341.258544,15790.343959174439
1169,0.36,5,7,3,62.5,56.0,4.55,4.57,2.85,59.261475000000004,804.492503802809
1170,0.4,4,7,3,61.4,56.0,4.83,4.72,2.93,66.796968,972.6008099186768
1171,2.11,4,7,2,60.9,60.0,8.28,8.21,5.02,341.253576,17942.050546653933
1172,1.06,5,3,3,63.0,55.0,6.49,6.44,4.08,170.52604800000003,4814.954050252681
1173,0.33,2,2,5,63.2,57.0,4.37,4.4,2.77,53.26156,562.4928210851455
1174,0.72,4,6,8,61.3,60.0,5.74,5.71,3.51,115.04165399999998,4292.575774913217
1175,1.51,2,1,3,62.4,64.0,7.31,7.23,4.54,239.944902,6555.071844230374
1176,1.0,4,4,4,62.9,56.0,6.42,6.27,3.99,160.611066,5288.228777023527
1177,1.02,5,5,3,62.8,55.0,6.43,6.4,4.03,165.84256000000002,5220.2610833570025
1178,0.43,5,6,2,62.1,56.0,4.85,4.84,3.01,70.65673999999999,875.993658176819
1179,1.0,1,4,1,66.4,59.0,6.16,6.09,4.07,152.68360800000002,2334.926403289264
1180,1.7,4,2,3,58.6,59.0,7.79,7.75,4.55,274.694875,10330.436547194948
1181,0.72,5,7,2,61.1,58.0,5.76,5.79,3.53,117.726912,2411.4613492559834
1182,1.22,4,4,3,63.0,57.0,6.84,6.74,4.28,197.314848,6849.34547398542
1183,1.06,2,5,5,58.5,57.0,6.68,6.73,3.92,176.22908800000002,6657.486892500606
1184,1.11,5,3,3,60.2,54.0,6.82,6.7,4.07,185.97458000000003,5483.723655288138
1185,1.01,4,3,2,61.9,59.0,6.42,6.37,3.96,161.945784,3564.9193324113608
1186,1.06,4,4,7,61.1,58.0,6.53,6.57,4.0,171.60840000000002,7674.7120637381
1187,1.54,4,6,2,59.0,62.0,7.59,7.56,4.47,256.49038799999994,10176.709967596666
1188,0.56,3,6,3,58.5,59.0,5.42,5.45,3.18,93.93402,1681.3116591089904
1189,0.25,2,5,5,63.6,57.0,4.01,4.04,2.56,41.473023999999995,464.66744793997776
1190,0.9,5,7,3,61.6,56.0,6.19,6.21,3.82,146.840418,4479.165602382494
1191,0.56,1,6,2,64.5,61.0,5.18,5.14,3.33,88.66191599999999,1240.9110510882758
1192,0.31,5,5,8,60.8,56.0,4.43,4.45,2.7,53.22645,926.0945481640662
1193,0.39,3,7,4,60.2,59.0,4.74,4.76,2.86,64.528464,1015.6436166470763
1194,1.01,4,5,5,59.4,60.0,6.5,6.46,3.85,161.66150000000002,6244.452079803161
1195,2.02,5,2,3,62.4,56.0,8.07,8.11,5.05,330.510885,14475.727063534083
1196,1.03,5,7,2,61.2,57.0,6.51,6.59,4.01,172.03260899999998,4959.860387304936
1197,1.57,4,3,5,61.7,58.0,7.47,7.56,4.64,262.035648,13305.190232580606
1198,0.31,3,7,8,62.0,56.0,4.33,4.35,2.69,50.667494999999995,922.9548348882045
1199,0.5,4,7,3,61.1,59.0,5.08,5.04,3.09,79.113888,1374.2062733261982
1200,0.3,5,6,4,62.4,57.0,4.29,4.24,2.66,48.38433600000001,626.7380046491546
1201,1.22,3,7,2,62.2,58.0,6.85,6.91,4.28,202.58738000000002,6599.364572408016
1202,0.27,3,5,6,61.9,58.0,4.17,4.2,2.59,45.361259999999994,600.374584885433
1203,0.41,5,6,7,61.9,55.0,4.79,4.78,2.96,67.772752,1457.1378842911777
1204,1.24,4,5,3,61.6,59.0,6.9,6.86,4.24,200.69616000000002,7486.165368715013
1205,0.41,3,2,7,62.0,56.0,4.75,4.77,2.95,66.839625,1010.0826628557145
1206,0.4,5,4,2,62.5,53.0,4.75,4.79,2.98,67.80245000000001,705.3509896024406
1207,1.01,5,5,3,62.0,57.0,6.38,6.42,3.97,162.60961200000003,5037.454641494217
1208,1.5,4,2,5,62.7,59.0,7.25,7.3,4.56,241.33799999999997,10534.859988264898
1209,0.56,5,7,2,61.3,56.0,5.3,5.33,3.26,92.09173999999999,1487.9823588694026
1210,0.36,5,2,5,62.1,57.0,4.54,4.58,2.83,58.844756,716.5771601599474
1211,1.51,4,2,4,59.9,60.0,7.42,7.36,4.43,241.927616,9490.825447727499
1212,1.3,3,2,5,62.1,59.0,6.97,7.01,4.34,212.05109799999997,7965.332409299955
1213,0.32,5,4,7,61.7,56.0,4.41,4.37,2.71,52.226307000000006,820.1561893702875
1214,0.26,3,6,3,62.0,54.0,4.08,4.11,2.54,42.592752000000004,404.9947364042426
1215,1.51,3,6,2,61.8,57.0,7.34,7.32,4.53,243.391464,9059.316297574449
1216,0.33,4,6,7,60.1,58.0,4.51,4.47,2.7,54.431189999999994,956.2435518552699
1217,1.34,5,4,5,62.7,57.0,7.04,7.1,4.43,221.42911999999995,10843.01515872763
1218,1.01,2,6,3,63.2,59.0,6.25,6.28,3.96,155.43,4658.610034631854
1219,1.0,4,4,4,60.0,59.0,6.54,6.46,3.9,164.76876,5418.684241471045
1220,1.42,5,5,7,60.8,56.0,7.25,7.32,4.43,235.1001,14871.537818979434
1221,0.9,4,3,4,61.2,61.0,6.18,6.08,3.75,140.904,3849.4930713910576
1222,1.01,3,6,4,63.4,60.0,6.37,6.31,4.02,161.58269399999998,5937.483732707879
1223,0.36,4,7,4,60.5,58.0,4.63,4.6,2.79,59.42142,899.8051187951619
1224,0.7,4,6,3,59.1,62.0,5.8,5.74,3.41,113.52572,2589.2230911495835
1225,0.37,2,4,2,63.3,55.0,4.58,4.61,2.91,61.44115800000001,558.2454402026129
1226,0.91,3,6,3,63.3,56.0,6.12,6.17,3.89,146.887956,4173.401682050058
1227,0.8,5,3,4,62.8,57.0,5.91,5.87,3.7,128.35929000000002,3209.0453270192884
1228,0.9,2,6,2,63.4,60.0,6.02,6.07,3.83,139.95356199999998,3135.7284503435126
1229,0.31,5,4,8,61.7,56.0,4.38,4.34,2.69,51.134748,837.6861506459873
1230,1.51,2,4,5,62.4,59.0,7.25,7.28,4.53,239.09340000000003,11881.094436536589
1231,1.11,4,2,2,61.5,58.0,6.65,6.61,4.08,179.34252000000004,3836.580024062936
1232,0.41,5,3,5,61.0,54.0,4.84,4.8,2.94,68.30208,1022.8637475772244
1233,1.01,3,1,2,62.8,59.0,6.34,6.37,3.99,161.13934200000003,2546.544712219101
1234,0.7,5,7,4,61.6,58.0,5.66,5.7,3.5,112.917,3122.6449891641355
1235,1.63,5,4,5,61.7,55.0,7.6,7.56,4.68,268.89408,15425.823131625215
1236,1.61,4,7,2,61.3,58.0,7.56,7.49,4.61,261.03848400000004,11079.103206883896
1237,0.72,3,3,3,63.0,58.0,5.68,5.71,3.59,116.433752,2208.5176737497463
1238,0.54,4,4,4,62.0,58.0,5.21,5.18,3.22,86.900716,1602.7085800624607
1239,1.22,3,4,8,62.0,59.0,6.8,6.85,4.23,197.0334,10524.980341340592
1240,0.33,4,4,8,59.4,59.0,4.54,4.49,2.68,54.63072800000001,913.5264129093889
1241,1.34,3,4,4,60.7,59.0,7.04,7.07,4.28,213.02758400000002,8798.005126227603
1242,0.76,5,3,7,61.8,57.0,5.82,5.86,3.61,123.11977200000001,3788.258835716941
1243,1.74,5,6,2,62.3,57.0,7.8,7.7,4.83,290.0898,12972.232248374377
1244,0.32,5,4,3,61.3,57.0,4.37,4.4,2.69,51.72332,538.9239655796011
1245,0.5,5,5,4,61.1,58.0,5.1,5.13,3.13,81.89018999999999,1520.7242543953598
1246,1.44,2,4,1,63.2,54.8,7.18,7.21,4.54,235.025812,5212.109143126674
1247,0.7,1,2,3,65.2,58.0,5.6,5.56,3.64,113.33503999999999,1742.7924654097292
1248,0.52,5,6,4,61.4,54.0,5.2,5.23,3.2,87.02720000000001,1750.8274330967145
1249,0.73,3,4,7,62.9,59.0,5.7,5.78,3.61,118.93506000000001,3716.3466739756145
1250,1.23,4,3,5,61.1,58.0,6.91,6.86,4.21,199.56494600000002,8120.799029152855
1251,1.02,4,3,4,61.9,57.0,6.5,6.4,3.99,165.984,5137.351378447154
1252,1.0,5,6,3,61.6,55.0,6.45,6.43,3.97,164.649795,5327.560539969705
1253,0.7,3,7,3,61.1,58.0,5.66,5.73,3.48,112.86266400000001,2583.8569863121056
1254,1.5,3,6,2,62.8,57.0,7.17,7.23,4.52,234.31273199999998,8572.601750854976
1255,2.0,3,1,6,63.0,59.0,7.97,8.0,5.03,320.7128,15476.094923778184
1256,0.3,3,4,4,63.1,56.0,4.28,4.25,2.69,48.9311,543.8352373052098
1257,0.26,4,6,6,58.9,61.0,4.19,4.16,2.46,42.878784,583.3874727320903
1258,0.58,4,6,3,62.7,58.0,5.33,5.32,3.34,94.707704,1839.5089927911715
1259,0.4,3,5,5,60.4,61.0,4.74,4.77,2.87,64.890126,1059.769425073392
1260,0.26,5,7,5,62.0,55.0,4.12,4.1,2.55,43.0746,576.7514680534807
1261,1.0,1,3,2,65.1,58.0,6.27,6.15,4.05,156.17002499999998,3053.17395721329
1262,0.52,1,5,5,57.2,59.0,5.35,5.39,3.07,88.52805499999998,1619.615637734891
1263,1.02,4,7,2,59.7,60.0,6.58,6.55,3.92,168.94807999999998,4764.617892354616
1264,1.7,2,2,3,59.3,58.0,7.72,7.77,4.59,275.32839599999994,9657.730746397992
1265,1.01,4,3,2,61.6,61.0,6.39,6.31,3.91,157.65471899999997,3457.8486708970086
1266,0.55,5,6,4,61.8,57.0,5.34,5.27,3.28,92.30510399999999,2004.1691197984144
1267,1.04,2,5,5,63.2,57.0,6.41,6.44,4.06,167.598424,6336.602240423905
1268,1.02,4,7,4,62.9,60.0,6.42,6.37,4.02,164.399508,6523.985004709543
1269,0.3,5,5,3,62.3,54.0,4.3,4.27,2.67,49.02386999999999,519.6387190579209
1270,0.97,5,5,1,60.7,56.0,6.43,6.41,3.9,160.74356999999998,2854.3427662086724
1271,0.31,5,6,4,62.0,55.0,4.35,4.33,2.69,50.667494999999995,664.7798460053527
1272,0.81,5,3,5,61.8,58.0,5.97,6.04,3.71,133.778148,3770.5726458284257
1273,1.02,4,7,3,62.3,59.0,6.42,6.38,3.99,163.428804,5580.736535558547
1274,0.3,4,2,7,61.1,59.0,4.31,4.33,2.64,49.268471999999996,597.9893293508186
1275,0.4,3,6,5,62.8,59.0,4.63,4.67,2.92,63.136531999999995,1090.8029069538359
1276,0.71,3,5,7,63.2,60.0,5.65,5.61,3.56,112.83954000000001,3669.3915820246502
1277,0.7,4,4,3,61.5,58.0,5.69,5.76,3.52,115.365888,2352.4401879445454
1278,0.23,5,6,2,61.5,55.0,3.95,3.98,2.43,38.20203,288.6341130188055
1279,1.09,5,4,5,62.3,55.0,6.59,6.63,4.12,180.009804,7210.947373042101
1280,0.3,5,6,6,61.0,56.0,4.33,4.39,2.66,50.563142,781.9139378655186
1281,0.35,4,6,4,59.5,58.0,4.59,4.62,2.74,58.103892,813.382360017807
1282,1.13,5,5,4,62.1,56.0,6.65,6.71,4.15,185.17922500000003,7328.820676268996
1283,0.31,5,4,7,61.5,54.0,4.36,4.39,2.69,51.487676,780.224201837346
1284,1.33,5,2,4,61.1,54.0,7.14,7.15,4.37,223.09287,7923.087838106526
1285,1.25,4,2,2,60.5,58.0,7.0,6.96,4.22,205.59839999999997,4923.628990423736
1286,2.0,1,3,3,61.2,50.0,8.17,8.08,4.97,328.087592,13487.171523494224
1287,0.7,5,4,3,62.5,56.0,5.67,5.69,3.55,114.531165,2381.8816691114507
1288,0.39,2,5,4,64.3,55.0,4.56,4.64,2.96,62.62886399999999,875.1246242403488
1289,0.5,5,6,4,60.8,57.0,5.16,5.13,3.13,82.853604,1622.1424504798003
1290,0.3,4,6,4,61.6,58.0,4.33,4.31,2.66,49.641718,630.787710579329
1291,1.37,5,1,4,63.0,57.0,7.11,7.05,4.46,223.55973,6866.296631794776
1292,0.8,5,3,4,62.1,54.0,5.96,5.99,3.71,132.448484,3277.746807646989
1293,0.28,3,5,7,60.1,59.0,4.24,4.25,2.55,45.95099999999999,658.6462470817418
1294,0.34,2,6,3,60.5,60.1,4.5,4.53,2.73,55.651050000000005,633.3733432397431
1295,0.3,3,6,4,62.6,58.0,4.25,4.28,2.67,48.5673,602.1805977755936
1296,0.85,5,6,2,62.8,57.0,6.06,6.01,3.79,138.03407399999998,3208.1555269761825
1297,1.0,3,6,3,60.9,59.0,6.38,6.43,3.9,159.99125999999998,4921.796072553446
1298,0.41,4,4,4,62.6,59.0,4.73,4.76,2.97,66.86895600000001,982.5961226822601
1299,1.5,4,4,4,60.3,60.0,7.34,7.26,4.4,234.46896,11024.00342810088
1300,0.72,3,3,2,63.3,57.0,5.7,5.67,3.6,116.34840000000001,1824.554763021764
1301,0.33,4,4,5,62.0,59.0,4.42,4.36,2.72,52.417664,711.9216273568138
1302,0.39,5,6,8,61.5,55.5,4.68,4.72,2.88,63.61804799999999,1385.5471725112423
1303,0.4,5,6,4,61.4,57.0,4.78,4.75,2.92,66.29860000000001,1078.09181972001
1304,1.01,2,5,3,63.5,59.0,6.29,6.38,4.02,161.32340399999998,4672.708448518087
1305,1.02,5,2,2,60.6,56.0,6.57,6.53,3.97,170.32133700000003,3434.1187424450313
1306,1.01,5,7,3,63.0,56.0,6.36,6.41,4.02,163.885752,5614.29022608555
1307,0.7,5,5,3,61.8,56.0,5.68,5.75,3.53,115.28979999999999,2534.705334429164
1308,0.57,3,5,4,59.5,57.0,5.39,5.43,3.22,94.241994,1853.3370406407419
1309,1.5,3,5,3,63.9,58.0,7.12,7.16,4.56,232.46515199999996,9907.548122533984
1310,1.01,4,1,2,59.3,56.0,6.51,6.45,3.84,161.23968,2531.9067399691558
1311,0.51,5,7,4,61.2,55.0,5.17,5.13,3.15,83.544615,1721.9846897791667
1312,1.0,4,6,2,61.7,58.0,6.39,6.34,3.93,159.214518,4169.004577748459
1313,0.71,4,6,7,62.5,57.0,5.67,5.62,3.53,112.48486199999999,3867.1895471411763
1314,0.52,3,7,6,59.8,55.0,5.28,5.35,3.18,89.82864000000001,2185.393154371147
1315,0.4,2,2,8,62.3,62.0,4.69,4.72,2.93,64.86082400000001,1013.7300782974683
1316,0.81,4,2,6,62.9,59.0,5.95,5.84,3.71,128.91508,3500.756963396452
1317,0.53,5,5,6,61.3,55.0,5.23,5.27,3.22,88.74996200000001,2098.980868112795
1318,2.02,4,2,2,59.4,59.0,8.25,8.21,4.89,331.211925,11817.695204732154
1319,2.11,5,2,3,61.0,57.0,8.37,8.29,5.08,352.48748399999994,16092.755613229594
1320,1.15,5,7,4,58.5,57.0,6.96,6.93,4.06,195.82516799999996,8712.86392521188
1321,0.7,4,2,6,60.1,59.0,5.8,5.72,3.46,114.78895999999997,2686.524513104702
1322,1.07,4,5,3,61.7,56.0,6.66,6.5,4.06,175.7574,5733.302744957356
1323,0.56,5,3,3,61.9,54.0,5.3,5.33,3.29,92.93921,1439.441314637948
1324,1.74,5,4,4,62.9,57.0,7.68,7.64,4.82,282.814464,15564.66857345958
1325,0.31,3,4,6,62.2,56.0,4.31,4.34,2.69,50.317525999999994,683.9922167339454
1326,0.5,3,3,6,62.9,56.0,5.03,5.08,3.18,81.25663200000001,1523.9581367927246
1327,1.07,5,7,6,60.3,56.0,6.63,6.68,4.01,177.59648399999998,8845.879585118157
